#MJD mag magerr flux fluxerr
59079.2232719326 -0.3672104814 0.0314663791 1.402439685 0.04064631
59079.2232835203 -0.3702730596 0.0314666262 1.4064011856 0.0407614445
59079.223295108 -0.3407352171 0.0315517387 1.3686553104 0.039774758
59079.2233066957 -0.3382156881 0.0313818488 1.3654829297 0.0394688945
59079.2233182833 -0.331789249 0.0313881011 1.3574245505 0.0392437865
59079.223329871 -0.3431052698 0.0312373521 1.3716462103 0.039464489
59079.2233414587 -0.3601144357 0.0315940992 1.3933036482 0.0405454302
59079.2233530464 -0.3349591204 0.0313391646 1.361393423 0.0392971655
59079.2233646341 -0.3491313378 0.0311447391 1.3792803058 0.0395664781
59079.2233762218 -0.389630072 0.0315885948 1.4317000127 0.041655514
59079.2233878094 -0.3673679811 0.0315048286 1.4026431413 0.0407018806
59079.2233993971 -0.337347839 0.0315923438 1.3643919098 0.0397018866
59079.2234109848 -0.3321264334 0.0316184201 1.3578461754 0.0395440276
59079.2234225725 -0.3160163747 0.0313651911 1.3378473104 0.0386495685
59079.2234341602 -0.3185400692 0.0314289908 1.3409606311 0.0388183102
59079.2234457479 -0.3815166036 0.0315094708 1.421041108 0.0412418286
59079.2234573356 -0.3715064955 0.0316611766 1.4079998165 0.0410600819
59079.2234689232 -0.3534812455 0.0316077048 1.3848173568 0.0403158315
59079.2234805109 -0.3155984231 0.0314766727 1.3373324083 0.0387720131
59079.2234920986 -0.3321787334 0.0311969507 1.3579115845 0.0390187904
59079.2235036863 -0.330556502 0.0314716221 1.3558842026 0.0393035601
59079.223515274 -0.3563863744 0.0310705059 1.3885277057 0.0397368134
59079.2235268617 -0.3414441095 0.0317031792 1.3695492165 0.0399917695
59079.2235384494 -0.3327091638 0.0313379174 1.3585751468 0.0392142541
59079.223550037 -0.3491539933 0.0311532557 1.3793090868 0.0395781235
59079.2235616247 -0.364674284 0.0320873417 1.3991675156 0.0413517234
59079.2235732124 -0.3161895317 0.0311402191 1.338060692 0.0383784684
59079.2235848001 -0.3335986716 0.0311779782 1.3596886385 0.0390460925
59079.2235963878 -0.3224020332 0.0312412999 1.3457389215 0.0387239876
59079.2236079755 -0.3394929518 0.0315944074 1.3670902335 0.0397830025
59079.2236195631 -0.3372909756 0.0311346343 1.3643204542 0.039124637
59079.2236311508 -0.3572828421 0.0316834633 1.3896746549 0.0405542102
59079.2236427385 -0.3183603041 0.0312972523 1.3407386269 0.0386491988
59079.2236543262 -0.3266694706 0.0314479635 1.3510386963 0.0391336608
59079.2236659139 -0.3294286332 0.0318746087 1.3544764338 0.0397655027
59079.2236775016 -0.3267916556 0.0311725416 1.3511907461 0.0387952931
59079.2236890893 -0.337348195 0.0316208255 1.3643923572 0.0397376924
59079.223700677 -0.3341860651 0.0313245122 1.3604244419 0.0392508354
59079.2237122646 -0.3168878195 0.0315452001 1.3389215383 0.0389025954
59079.2237238523 -0.3516091761 0.0317490592 1.3824316573 0.0404263651
59079.22373544 -0.3534585177 0.0312825736 1.3847883686 0.0399002893
59079.2237470277 -0.3326649943 0.0314038594 1.3585198789 0.0392951711
59079.2237586154 -0.3489016361 0.0316990799 1.3789885318 0.0402621973
59079.2237702031 -0.3759155061 0.0314035345 1.4137291159 0.0408916746
59079.2237817907 -0.3145360949 0.031136421 1.3360245482 0.0383153936
59079.2237933784 -0.3546317196 0.0314342172 1.3862855227 0.0401370546
59079.2238049661 -0.3454571471 0.0314557003 1.3746206345 0.0398265218
59079.2238165538 -0.3484224626 0.0315467497 1.37838007 0.0400510372
59079.2238281415 -0.3331946142 0.0316255957 1.3591827238 0.0395919345
59079.2238495139 -0.3195318233 0.0314745914 1.3421860768 0.0389101578
59079.2238611016 -0.3209619862 0.0311639638 1.3439552077 0.0385769286
59079.2238726893 -0.3394334146 0.0316192311 1.3670152701 0.0398120768
59079.2238842769 -0.3785499588 0.031376279 1.4171635824 0.0409554389
59079.2238958646 -0.3498390212 0.0321739888 1.3801796144 0.040900694
59079.2239074523 -0.3502066613 0.0318049096 1.3806470349 0.0404452005
59079.22391904 -0.3379835387 0.0316020949 1.3651909967 0.0397374003
59079.2239306277 -0.3593193105 0.0317959546 1.3922836534 0.0407746043
59079.2239422154 -0.3429753104 0.0320008474 1.3714820381 0.0404242308
59079.2239538031 -0.3512129408 0.0318030744 1.381927236 0.0404803673
59079.2239653907 -0.3506312371 0.0316502436 1.3811870407 0.0402642593
59079.2239769784 -0.3356971624 0.0318427102 1.3623191608 0.0399557283
59079.2239885661 -0.3534770913 0.0314239821 1.3848120583 0.0400813386
59079.2240001538 -0.322276681 0.0318463707 1.34558356 0.0394694233
59079.2240117415 -0.3522409745 0.031709843 1.3832363391 0.0403999329
59079.2240233292 -0.3628736173 0.0320583013 1.396848954 0.0412458365
59079.2240349168 -0.3550058679 0.0314849171 1.3867633237 0.0402156473
59079.2240465045 -0.3412886584 0.0315835437 1.3693531443 0.0398351523
59079.2240580922 -0.3245656168 0.0314993122 1.3484232952 0.0391216785
59079.2240696799 -0.3693214538 0.0314729536 1.4051690694 0.0407339237
59079.2240812676 -0.3547485375 0.03175092 1.3864346857 0.0405458016
59079.2240928553 -0.3570740935 0.0314987354 1.3894074953 0.0403100111
59079.224104443 -0.3113808875 0.0317264002 1.3321476255 0.0389281097
59079.2241160306 -0.3596971185 0.031513124 1.3927682163 0.0404259717
59079.2241276183 -0.3546878204 0.0317314711 1.386357155 0.0405186994
59079.224139206 -0.3562472031 0.0315966098 1.3883497335 0.0404044808
59079.2241507937 -0.3404686623 0.0319180617 1.3683193386 0.040226675
59079.2241623814 -0.3496176305 0.0320798023 1.379898213 0.0407726461
59079.2241739691 -0.3207287433 0.031656937 1.343666524 0.0391787478
59079.2241855568 -0.3420949721 0.0317555993 1.3703704616 0.0400819152
59079.2241971444 -0.3401088931 0.0315236403 1.3678660078 0.039716419
59079.2242087321 -0.3249109444 0.0316556891 1.3488522408 0.0393284031
59079.2242203198 -0.3602768947 0.0315493744 1.3935121443 0.0404940926
59079.2242319075 -0.3449474916 0.0315769664 1.3739755251 0.0399612959
59079.2242434952 -0.3364002014 0.0318136605 1.3632015793 0.0399451342
59079.2242550829 -0.345693168 0.0318281418 1.3749194865 0.0403068365
59079.2242666706 -0.3654360983 0.0320775635 1.4001495957 0.0413681381
59079.2242782582 -0.3427642133 0.0319879296 1.37121541 0.0404000571
59079.2242898459 -0.3293188243 0.0318459201 1.3543394521 0.0397256941
59079.2243014336 -0.3439075495 0.0325462509 1.3726601312 0.0411485134
59079.2243130213 -0.3187862662 0.0314596362 1.3412647361 0.0388649725
59079.224324609 -0.3423171216 0.0321824928 1.3706508781 0.0406290522
59079.2243361967 -0.372724846 0.0315939624 1.4095806794 0.0410189177
59079.2243477844 -0.3548669481 0.0317807985 1.3865858988 0.0405883826
59079.224359372 -0.3517343606 0.0316738172 1.3825910596 0.040335209
59079.2243709597 -0.3754808799 0.0318607993 1.4131633056 0.0414704913
59079.2243825474 -0.3175214637 0.0318188633 1.3397031715 0.0392629935
59079.2243941351 -0.3474377227 0.0322295552 1.3771304752 0.0408808167
59079.2244057228 -0.329368995 0.0315436189 1.3544020362 0.0393504114
59079.2244173105 -0.3626724859 0.0317335896 1.3965902132 0.0408205035
59079.2244288981 -0.3783480217 0.0315708846 1.4169000273 0.0412017936
59079.2244404858 -0.3753430461 0.031909791 1.4129839165 0.0415289872
59079.2244520735 -0.3539434715 0.0320218071 1.385407035 0.0408614136
59079.2244636612 -0.3069407723 0.0315834997 1.3267109357 0.0385946159
59079.2244752489 -0.3332608437 0.0316394584 1.359265636 0.0396117054
59079.2244868366 -0.3491456438 0.03172488 1.3792984797 0.040304024
59079.2244984243 -0.3489688532 0.0322359242 1.3790739066 0.0409465984
59079.2245100119 -0.3543380631 0.0321174914 1.3859106281 0.040998409
59079.2245215996 -0.3552732926 0.0318072589 1.3871049356 0.0406373822
59079.2245331873 -0.3746041799 0.0320281211 1.4120226784 0.0416546314
59079.224544775 -0.356718984 0.0318200377 1.388953139 0.0407078763
59079.2245563627 -0.3421862594 0.0314777111 1.3704856855 0.0397345053
59079.2245679504 -0.3625003526 0.0323625031 1.3963688145 0.041622907
59079.2245795381 -0.3448004761 0.0314160246 1.3737894929 0.0397522377
59079.2245911257 -0.3456352805 0.0316830693 1.3748461828 0.040120979
59079.2246027134 -0.3642897803 0.0315724411 1.3986721008 0.040673752
59079.2246143011 -0.3482979094 0.0313477707 1.3782219545 0.0397938527
59079.2246258888 -0.330348602 0.0313677883 1.3556245987 0.0391663862
59079.2246374765 -0.3450564648 0.0317608573 1.3741134353 0.040198048
59079.2246490642 -0.3327505479 0.031429478 1.3586269314 0.0393303263
59079.2246606519 -0.3537328945 0.0313100247 1.3851383633 0.0399453959
59079.2246722395 -0.3243803044 0.0318090693 1.3481931672 0.0394996499
59079.2246838272 -0.3409485071 0.0316991386 1.3689242055 0.0399684241
59079.2246954149 -0.3293852382 0.0318366327 1.3544222989 0.039716538
59079.2247070026 -0.3735349595 0.0319738254 1.4106328194 0.0415430851
59079.2247185903 -0.338848643 0.0311950029 1.3662792014 0.0392567778
59079.224730178 -0.3576717226 0.0318177904 1.3901724868 0.0407407357
59079.2247417656 -0.3372217345 0.0313414515 1.3642334496 0.0393820175
59079.2247533533 -0.3421397393 0.0315832744 1.3704269661 0.0398660504
59079.224764941 -0.3585150672 0.031145604 1.3912527214 0.0399110309
59079.2247765287 -0.3442884315 0.0316264932 1.3731417521 0.0399996852
59079.2247881164 -0.3163234447 0.0314955543 1.3382257365 0.0388211857
59079.2247997041 -0.3202366975 0.0313564272 1.3430577245 0.0387892528
59079.2248112918 -0.3386976894 0.0318635969 1.3660892561 0.040092583
59079.2248228794 -0.3490420401 0.0314683315 1.3791668698 0.0399742841
59079.2248344671 -0.340006221 0.0316433667 1.3677366624 0.0398634916
59079.2248460548 -0.381948374 0.0319522007 1.4216063333 0.0418379395
59079.2248576425 -0.3656687269 0.0314157451 1.4004496222 0.0405233198
59079.2248692302 -0.3465586334 0.0313789186 1.3760159036 0.0397696334
59079.2248808179 -0.3815298094 0.0319980238 1.4210583923 0.0418817908
59079.2248924056 -0.3660825109 0.0313722951 1.4009834482 0.0404826988
59079.2249039932 -0.3544047515 0.0316053538 1.3859957565 0.0403471366
59079.2249155809 -0.3753814929 0.0315860718 1.4130339522 0.0411091387
59079.2249271686 -0.3852564124 0.0317438228 1.4259443113 0.0416919255
59079.2249387563 -0.3562124442 0.0316022356 1.3883052874 0.0404103811
59079.224950344 -0.3511073344 0.0309783467 1.3817928265 0.0394267821
59079.2249619317 -0.3418705294 0.0316923248 1.3700872088 0.0399937818
59079.2249735193 -0.3473441436 0.0316346786 1.3770117859 0.0401228012
59079.224985107 -0.3529711036 0.0319936235 1.384166842 0.0407889038
59079.2249966947 -0.3649895272 0.0318901114 1.3995738224 0.0411094825
59079.2250179282 -0.3417041566 0.0318538878 1.3698772796 0.0401915052
59079.2250295159 -0.3523465119 0.0319997607 1.3833708012 0.0407732657
59079.2250411036 -0.3602226748 0.0318030248 1.3934425563 0.0408176182
59079.2250526913 -0.3380934097 0.0317601858 1.3653291541 0.0399402299
59079.225064279 -0.3538581177 0.0313208933 1.3852981272 0.0399638711
59079.2250758667 -0.3162458322 0.0315895557 1.3381300785 0.0389342679
59079.2250874544 -0.3641113622 0.0315589832 1.398442277 0.0406497341
59079.225099042 -0.381272281 0.0317321699 1.420721368 0.0415239677
59079.2251106297 -0.3396730284 0.0315902818 1.3673169934 0.0397844055
59079.2251222174 -0.3626697646 0.0316626243 1.3965867128 0.0407291152
59079.2251338051 -0.3360385508 0.0317476194 1.3627475826 0.0398489376
59079.2251453928 -0.3790377823 0.0314812214 1.41780046 0.0411108872
59079.2251569805 -0.3367078908 0.0317030728 1.363587955 0.039817563
59079.2251685681 -0.3726604796 0.0314656143 1.4094971169 0.0408498596
59079.2251801558 -0.3552075324 0.0315939491 1.3870209248 0.0403624099
59079.2251917435 -0.345756974 0.0317290079 1.3750002895 0.0401836558
59079.2252033312 -0.3422756902 0.0317385004 1.3705985754 0.0400670014
59079.2252149189 -0.3410529835 0.0320905553 1.3690559385 0.0404658426
59079.2252265066 -0.3900929121 0.0319022521 1.4323104643 0.0420870678
59079.2252380943 -0.3394682795 0.0323615035 1.3670591681 0.0407479876
59079.2252496819 -0.336303547 0.0320648462 1.3630802298 0.0402569383
59079.2252612696 -0.3394562474 0.032240494 1.3670440184 0.0405951685
59079.2252728573 -0.3347727741 0.031654942 1.3611597854 0.0396863167
59079.225284445 -0.3257140819 0.0317522994 1.3498503788 0.0394776212
59079.2252960327 -0.3621723592 0.0315867702 1.3959470448 0.0406129303
59079.2253076204 -0.3500868918 0.031686083 1.3804947415 0.0402896481
59079.2253192081 -0.3141550196 0.0318257712 1.3355557081 0.0391499405
59079.2253307957 -0.3391013713 0.0317285033 1.366597269 0.0399374468
59079.2253423834 -0.3801426248 0.0323787156 1.4192439446 0.0423259612
59079.2253539711 -0.3795876916 0.0316696885 1.4185187368 0.0413779557
59079.2253655588 -0.3511486434 0.0318352233 1.3818454006 0.0405188881
59079.2253771465 -0.3495110521 0.0313926911 1.3797627656 0.0398954281
59079.2253887342 -0.3466845165 0.0313652901 1.3761754517 0.03975697
59079.2254003219 -0.3321341871 0.0317061761 1.3578558723 0.0396540642
59079.2254119095 -0.3384553434 0.0313948224 1.3657843669 0.0394939279
59079.2254234972 -0.3325453063 0.0319518053 1.3583701283 0.0399764004
59079.2254350849 -0.3721680683 0.0321342546 1.4088580159 0.0416989981
59079.2254466726 -0.3455845328 0.0318133538 1.3747819235 0.0402840782
59079.2254582603 -0.3366243183 0.0316065673 1.3634829994 0.0396933012
59079.225469848 -0.3490698143 0.031552403 1.3792021508 0.0400821057
59079.2254814356 -0.3503938006 0.0316977166 1.380885026 0.0403158351
59079.2254930233 -0.3648893668 0.0315473252 1.3994447162 0.040663846
59079.225504611 -0.343960133 0.0315004532 1.3727266124 0.039828231
59079.2255161987 -0.3489074165 0.0321288695 1.3789958735 0.0408083066
59079.2255277864 -0.3207027451 0.0314271802 1.34363435 0.0388934685
59079.2255393741 -0.3574879213 0.0321816217 1.3899371682 0.0411996243
59079.2255509618 -0.3404380072 0.0314256412 1.3682807054 0.039604954
59079.2255625494 -0.4019928075 0.0320405291 1.4480952301 0.0427353205
59079.2255741371 -0.3408439569 0.0319910763 1.3687923923 0.0403326351
59079.2255857248 -0.341419249 0.0322803204 1.3695178577 0.0407188682
59079.2255973125 -0.3397615119 0.0317685653 1.3674284292 0.0400121943
59079.2256089002 -0.3489037039 0.0318613774 1.3789911581 0.0404684146
59079.2256204879 -0.3726147043 0.0318052904 1.4094376928 0.0412890993
59079.2256320756 -0.3541838251 0.0316292813 1.3857137618 0.040369467
59079.2256436632 -0.3458393039 0.0316982544 1.3751045578 0.0401477518
59079.2256552509 -0.3947813214 0.031615903 1.4385088183 0.0418897994
59079.2256668386 -0.3848947261 0.0323285922 1.4254693721 0.0424458119
59079.2256784263 -0.3303250154 0.0316443901 1.3555951494 0.0395108978
59079.225690014 -0.3519152087 0.0318198618 1.3828213732 0.0405279405
59079.2257016017 -0.3580923896 0.032365627 1.3907112116 0.0414582669
59079.2257131893 -0.3539789602 0.0321376195 1.3854523195 0.0410105365
59079.225724777 -0.3709511849 0.0324327711 1.4072798651 0.0420392242
59079.2257363647 -0.3375288364 0.0318296262 1.3646193795 0.0400067466
59079.2257479524 -0.3371579645 0.0318008675 1.3641533247 0.0399569487
59079.2257595401 -0.3539405466 0.0316851665 1.3854033027 0.0404317346
59079.2257711278 -0.345784718 0.0317123206 1.3750354255 0.0401635481
59079.2257827155 -0.37862195 0.0325069161 1.4172575524 0.0424340723
59079.2257943032 -0.3317740256 0.0318775577 1.3574055177 0.0398551834
59079.2258058908 -0.3419515582 0.0315390871 1.3701894626 0.0398033755
59079.2258174785 -0.346303314 0.0320756117 1.3756923607 0.0406430635
59079.2258290662 -0.3270374152 0.0318666004 1.3514966268 0.0396680509
59079.2258406539 -0.3566482177 0.0318706183 1.3888626126 0.0407699274
59079.2258522416 -0.3618565047 0.0325145019 1.3955410051 0.0417936085
59079.2258638293 -0.3557434104 0.0324265279 1.3877056745 0.0414465108
59079.2258754169 -0.3549369338 0.0322225033 1.38667528 0.0411551522
59079.2258870046 -0.3551282785 0.0313077095 1.3869196821 0.0399938091
59079.2258985923 -0.3410423467 0.031911664 1.3690425261 0.0402398684
59079.22591018 -0.3433406274 0.0315433029 1.3719435775 0.0398596591
59079.2259217677 -0.3497433237 0.032183075 1.3800579698 0.0409086388
59079.2259333554 -0.3290966287 0.0315349218 1.3540623153 0.0393296944
59079.2259449431 -0.3323819682 0.0318656564 1.3581657906 0.0398626181
59079.2259565307 -0.3413345084 0.0316538287 1.3694109726 0.0399254862
59079.2259681184 -0.3553092158 0.0315946454 1.3871508308 0.0403670798
59079.2259797061 -0.330511944 0.0312468746 1.355828559 0.0390212811
59079.2259912938 -0.34481984 0.0316238404 1.3738139943 0.0400159109
59079.2260028815 -0.3517050573 0.0314632594 1.382553745 0.0400659916
59079.2260144692 -0.3306176504 0.0313617145 1.3559605678 0.0391685071
59079.2260260569 -0.340124693 0.0316297053 1.3678859135 0.0398506294
59079.2260376445 -0.3871338419 0.031984958 1.4284121538 0.0420813325
59079.2260492322 -0.3530275656 0.0317331605 1.3842388254 0.0404589415
59079.2260608199 -0.3434468286 0.0317818604 1.3720777807 0.0401650405
59079.2260724076 -0.3704051921 0.0318987886 1.406572353 0.041326291
59079.2260839953 -0.3512260587 0.0314522328 1.3819439326 0.0400342841
59079.226095583 -0.3429100906 0.0314712056 1.3713996562 0.0397527868
59079.2261071706 -0.3580303223 0.0317291248 1.3906317123 0.0406406255
59079.2261187583 -0.342944296 0.0318226514 1.3714428619 0.0401979811
59079.226130346 -0.2910279589 0.0315886068 1.3074081369 0.0380392388
59079.2261419337 -0.3502629143 0.0313121871 1.3807185693 0.0398206855
59079.2261535214 -0.3711120525 0.0317802171 1.4074883895 0.0411994903
59079.2261651091 -0.3445080087 0.0314804901 1.3734194817 0.0398230804
59079.2261867824 -0.3540026367 0.0320455258 1.3854825323 0.0408939083
59079.2261983701 -0.3404988719 0.0317602397 1.3683574113 0.040028884
59079.2262099578 -0.3656600452 0.0320616312 1.4004384241 0.0413561207
59079.2262215455 -0.3020351805 0.0312516911 1.3207300894 0.0380169925
59079.2262331331 -0.3650921438 0.0315739041 1.3997061072 0.0407057072
59079.2262447208 -0.3498160991 0.0314544099 1.3801504763 0.039985096
59079.2262563085 -0.3665108 0.0321297993 1.4015362015 0.0414765376
59079.2262678962 -0.3405974742 0.0316331905 1.3684816858 0.0398723789
59079.2262794839 -0.3060879798 0.0312722763 1.3256692786 0.0381843014
59079.2262910716 -0.3303145024 0.0317643145 1.3555820234 0.0396602502
59079.2263026593 -0.3106013007 0.0313579108 1.3311914522 0.0384483585
59079.2263142469 -0.3597179158 0.0313966246 1.392794895 0.0402772943
59079.2263258346 -0.368165227 0.0316855353 1.4036734672 0.0409654096
59079.2263374223 -0.3424748466 0.0312012684 1.3708500071 0.0393960201
59079.22634901 -0.329965431 0.0319037778 1.3551462649 0.0398215762
59079.2263605977 -0.3411048467 0.0313519705 1.3691213368 0.0395363837
59079.2263721854 -0.3756105047 0.0313604828 1.4133320317 0.0408241456
59079.2263837731 -0.3289499985 0.0317052215 1.3538794596 0.0395367488
59079.2263953607 -0.3432716594 0.031360762 1.3718564318 0.0396264742
59079.2264069484 -0.3248933126 0.0314491886 1.3488303363 0.0390712164
59079.2264185361 -0.3432333024 0.0314126503 1.3718079677 0.0396906364
59079.2264301238 -0.3144886359 0.031498839 1.3359661501 0.0387596782
59079.2264417115 -0.3378229597 0.0318120253 1.3649891016 0.0399954571
59079.2264532992 -0.3705081852 0.0321571469 1.406705787 0.0416649577
59079.2264648869 -0.3814200426 0.0324054502 1.420914732 0.0424107779
59079.2264764745 -0.3809289842 0.0318990208 1.4202722239 0.0417291086
59079.2264880622 -0.3408379495 0.0318472275 1.3687848188 0.0401510561
59079.2264996499 -0.3794284055 0.0319694475 1.4183106442 0.0417634777
59079.2265112376 -0.341532896 0.0320749768 1.3696612165 0.0404640801
59079.2265228253 -0.36172681 0.0317456833 1.3953743133 0.0408005076
59079.226534413 -0.3624880104 0.0314061295 1.3963529413 0.0403924116
59079.2265460006 -0.3745705275 0.0320441346 1.4119789135 0.0416741664
59079.2265575883 -0.3683937903 0.0319179637 1.4039689921 0.0412745982
59079.226569176 -0.3731893009 0.0316246208 1.4101837971 0.0410762898
59079.2265807637 -0.3333595425 0.0314170083 1.3593892054 0.0393367799
59079.2265923514 -0.3428455278 0.0309809322 1.3713181089 0.039131172
59079.2266039391 -0.3482426634 0.0315366802 1.3781518276 0.0400316233
59079.2266155268 -0.3618157783 0.0321334953 1.3954886588 0.0413023195
59079.2266271144 -0.3757778841 0.0312550075 1.4135499307 0.0406931139
59079.2266387021 -0.334408165 0.0318340763 1.360702761 0.0398974998
59079.2266502898 -0.3041102694 0.0312310779 1.3232567187 0.0380645977
59079.2266618775 -0.3605304258 0.0316623011 1.3938375824 0.0406485265
59079.2266734652 -0.3817206775 0.0320934762 1.4213082306 0.0420141124
59079.2266850529 -0.3485483207 0.0314261088 1.3785398606 0.0399024995
59079.2266966406 -0.3781377978 0.0315908049 1.416625709 0.0412198088
59079.2267082282 -0.3405457578 0.0313560288 1.3684165031 0.0395211451
59079.2267198159 -0.3550797847 0.0318104647 1.3868577375 0.0406342352
59079.2267314036 -0.3671929876 0.0316845979 1.4024170886 0.0409275321
59079.2267429913 -0.3794727851 0.031926299 1.4183686189 0.0417088152
59079.226754579 -0.314153059 0.0314903477 1.3355532965 0.0387372549
59079.2267661667 -0.365252071 0.0318842625 1.3999122969 0.0411118828
59079.2267777544 -0.3452953661 0.0313966211 1.3744158233 0.039745798
59079.226789342 -0.3728899096 0.0313481238 1.4097949931 0.0407059298
59079.2268009297 -0.343040493 0.0315112958 1.3715643781 0.0398082074
59079.2268125174 -0.3525725834 0.0315048427 1.3836588759 0.0401510134
59079.2268241051 -0.3479203244 0.0319726393 1.3777427355 0.0405729681
59079.2268356928 -0.3359846043 0.0313169794 1.3626798741 0.0393064544
59079.2268472805 -0.3642104976 0.0322010157 1.3985699706 0.0414804952
59079.2268588681 -0.3502369007 0.0318439946 1.3806854885 0.0404960313
59079.2268704558 -0.3643868638 0.0314689531 1.3987971717 0.0405440569
59079.2268820435 -0.3634302258 0.0317402649 1.3975652397 0.040857595
59079.2268936312 -0.3839970622 0.0322091239 1.4242913111 0.0422540069
59079.2269052189 -0.3505590524 0.0315601278 1.3810952161 0.0401469481
59079.2269168066 -0.3348170816 0.0315988477 1.3612153337 0.0396176071
59079.2269283943 -0.3557825147 0.0316561934 1.3877556555 0.0404633521
59079.2269399819 -0.3081697984 0.0319330962 1.3282135895 0.0390660149
59079.2269515696 -0.3276741706 0.0320073091 1.352289476 0.0398665812
59079.2269631573 -0.3540630099 0.0316827896 1.3855595752 0.040433262
59079.226974745 -0.34700626 0.0315026558 1.3765833235 0.0399429222
59079.2269863327 -0.3369306307 0.0316828406 1.3638677251 0.0398003166
59079.2269979204 -0.3725180134 0.0319199645 1.4093121801 0.0414342772
59079.2270095081 -0.3184023715 0.0315711513 1.3407905754 0.0389889492
59079.2270210957 -0.3834584768 0.031616023 1.4235849588 0.0414553697
59079.2270326834 -0.3479363955 0.032852412 1.3777631289 0.0416900083
59079.2270442711 -0.3515262676 0.0320352326 1.3823260967 0.0407876375
59079.2270558588 -0.3514162731 0.0315982925 1.3821860621 0.0402272446
59079.2270674465 -0.3459576344 0.0320426889 1.3752544337 0.0405884223
59079.2270790342 -0.3476401295 0.0322471977 1.3773872286 0.040910821
59079.2270906218 -0.3396832754 0.0322640627 1.3673298979 0.0406333403
59079.2271022095 -0.3561802448 0.0316882903 1.3882641154 0.0405192192
59079.2271137972 -0.3509615401 0.0319394154 1.3816072898 0.0406444959
59079.2271253849 -0.3830545379 0.0322322674 1.4230554247 0.042247677
59079.2271369726 -0.325838155 0.0316554711 1.3500046425 0.0393617325
59079.2271485603 -0.3382896195 0.0318262225 1.365575913 0.0400305083
59079.227160148 -0.3650723521 0.0320903419 1.3996805924 0.0413707551
59079.2271717356 -0.3618958653 0.0319001852 1.3955915979 0.0410054623
59079.2271833233 -0.3486304464 0.0318050691 1.3786441381 0.0403867293
59079.227194911 -0.3212509776 0.0317640042 1.3443129771 0.0393301677
59079.2272064987 -0.3412368139 0.0318720858 1.3692877585 0.0401971603
59079.2272180864 -0.3529022541 0.0316869719 1.3840790711 0.0403953897
59079.2272296741 -0.3351415846 0.0310975738 1.3616222322 0.039000781
59079.2272412618 -0.3810519809 0.0322554313 1.4204331273 0.0422001318
59079.2272528494 -0.3388201531 0.0316231489 1.3662433505 0.039794526
59079.2272644371 -0.3652523198 0.0316703596 1.3999126176 0.0408360837
59079.2272760248 -0.3404873336 0.0316245019 1.3683428696 0.0398573839
59079.2272876125 -0.3661358641 0.0321223945 1.4010522943 0.0414526614
59079.2272992002 -0.343956873 0.0324352302 1.3727224907 0.0410100119
59079.2273107879 -0.3340383429 0.0316721647 1.360239359 0.0396810583
59079.2273223756 -0.3610821355 0.0317832967 1.3945460317 0.0408246019
59079.2273339632 -0.3473302879 0.0322354916 1.3769942132 0.0408843008
59079.2273550231 -0.356550097 0.032079441 1.3887371032 0.0410333517
59079.2273666108 -0.3587625713 0.0316801078 1.3915699072 0.0406052176
59079.2273781985 -0.3692645566 0.0318425122 1.4050954345 0.0412100658
59079.2273897862 -0.3506916981 0.0315066043 1.3812639566 0.0400837588
59079.2274013739 -0.3351691214 0.0322408328 1.3616567665 0.0404356158
59079.2274129616 -0.3447735222 0.0318239612 1.3737553883 0.0402674203
59079.2274245493 -0.3229770751 0.0323647709 1.3464518582 0.0401377968
59079.2274361369 -0.3579697983 0.0323458804 1.3905541942 0.0414282947
59079.2274477246 -0.3582623092 0.0317613627 1.3909288773 0.0406906111
59079.2274593123 -0.3423145152 0.0317962605 1.3706475877 0.0401413537
59079.2274709 -0.3434298201 0.0319905135 1.3720562866 0.0404280972
59079.2274824877 -0.3691315331 0.0318223386 1.4049232938 0.041178912
59079.2274940754 -0.346728161 0.0315956714 1.3762307723 0.040050599
59079.2275056631 -0.3338969104 0.0315818055 1.3600621802 0.0395626962
59079.2275172507 -0.3364452323 0.0321014721 1.3632581193 0.0403081813
59079.2275288384 -0.3373501461 0.0319776823 1.364394809 0.0401862243
59079.2275404261 -0.3495489022 0.0322453291 1.3798108666 0.0409804325
59079.2275520138 -0.3369140315 0.0315328202 1.3638468739 0.0396112538
59079.2275636015 -0.3563903117 0.032022477 1.388532741 0.0409544605
59079.2275751892 -0.3570460404 0.0315656124 1.3893715964 0.0403945521
59079.2275867768 -0.3652469285 0.0314302831 1.3999056663 0.0405263253
59079.2275983645 -0.3544308599 0.0318207335 1.3860290856 0.0406230654
59079.2276099522 -0.3279564111 0.0314155842 1.3526410536 0.0391397337
59079.2276215399 -0.3334473734 0.0318206064 1.3594991781 0.0398453424
59079.2276331276 -0.3231789695 0.03169129 1.3467022564 0.0393098754
59079.2276447153 -0.3540790239 0.031714836 1.3855800115 0.0404747562
59079.227656303 -0.3648215292 0.0319009105 1.3993572806 0.0411170409
59079.2276678906 -0.3566791034 0.0317491148 1.3889021218 0.0406156516
59079.2276794783 -0.3305953067 0.0317413164 1.3559326634 0.0396417866
59079.227691066 -0.2988219503 0.0315904046 1.3168271743 0.0383154677
59079.2277026537 -0.3350456997 0.0316498314 1.3615019882 0.0396898852
59079.2277142414 -0.3464305241 0.0317775788 1.3758535529 0.0402701433
59079.2277258291 -0.3245669503 0.0313807521 1.3484249513 0.0389744765
