#MJD mag magerr flux fluxerr
59079.2237965703 2.6663400165 0.0159624138 0.085795398 0.0012613997
59079.2238181944 2.6844047659 0.0160450002 0.0843797227 0.0012470044
59079.2238297757 2.68284299 0.0159053878 0.0845011859 0.0012379332
59079.223841357 2.6660880793 0.0158792313 0.0858153085 0.0012551176
59079.2238529383 2.6483485415 0.0156425837 0.0872289377 0.0012567799
59079.2238645196 2.6559067089 0.0157608521 0.086623817 0.0012574976
59079.2238761009 2.6450130602 0.0157243079 0.087497325 0.001267233
59079.2238876822 2.6542150306 0.0157625038 0.0867588902 0.0012595904
59079.2238992634 2.6698312425 0.016052128 0.0855199627 0.0012644169
59079.2239108447 2.6885654055 0.0161215899 0.0840569907 0.0012481646
59079.223922426 2.6738919762 0.0159522025 0.0852007091 0.001251855
59079.2239340073 2.6601000145 0.0158377884 0.0862899057 0.0012587651
59079.2239455886 2.6867968918 0.0160960835 0.0841940194 0.0012482214
59079.2239571699 2.6536445279 0.0158643703 0.0868044898 0.001268397
59079.2239687511 2.6636783643 0.0158828804 0.0860059811 0.0012581954
59079.2239803324 2.6570571848 0.0156753519 0.0865320766 0.0012493513
59079.2239919137 2.6578428264 0.0157335456 0.0864694844 0.0012530824
59079.224003495 2.6731293748 0.0158011217 0.0852605736 0.0012408701
59079.2240150763 2.663759595 0.015772074 0.0859995467 0.0012493241
59079.2240266576 2.6591242681 0.01581855 0.0863674889 0.0012583664
59079.2240382388 2.6509832944 0.0156943659 0.0870175161 0.0012578841
59079.2240498201 2.6569536177 0.0158073468 0.0865403312 0.0012599917
59079.2240614014 2.6600026174 0.0157045053 0.0862976467 0.0012482839
59079.2240729827 2.6588398966 0.0159608835 0.0863901129 0.0012700217
59079.224084564 2.6547164378 0.0158167667 0.086718833 0.001263343
59079.2240961453 2.658275909 0.0158928226 0.086435 0.0012652631
59079.2241077266 2.6826295607 0.0159526409 0.0845177984 0.0012418551
59079.2241193078 2.6535168906 0.0156500949 0.086814695 0.0012514122
59079.2241308891 2.6742392371 0.0159122588 0.085173463 0.0012483211
59079.2241424704 2.6615225755 0.0157316457 0.0861769203 0.0012486919
59079.2241540517 2.6422869005 0.0155478369 0.0877172969 0.0012561612
59079.224165633 2.6628473928 0.0157684435 0.0860718312 0.0012500864
59079.2241772143 2.676899097 0.0159039194 0.0849650586 0.001244614
59079.2241887955 2.6652445413 0.015981339 0.0858820067 0.0012641701
59079.2242003768 2.6639153681 0.0156844229 0.085987209 0.001242203
59079.2242119581 2.6785581212 0.0158443448 0.0848353296 0.0012380586
59079.2242235394 2.6470852607 0.0156612752 0.0873304898 0.0012597466
59079.2242351207 2.6612534541 0.0158189756 0.0861982836 0.0012559349
59079.224246702 2.6645869561 0.0159011768 0.0859340376 0.0012585911
59079.2242582833 2.6585952035 0.0157177441 0.0864095849 0.0012509568
59079.2242698645 2.6696062758 0.0157317586 0.0855376845 0.0012394383
59079.2242814458 2.6734369661 0.015833609 0.0852364225 0.0012430692
59079.2242930271 2.6530252102 0.015875308 0.0868540183 0.0012699957
59079.2243046084 2.6652355413 0.0156617182 0.0858827186 0.0012388974
59079.2243161897 2.6510085259 0.0156880706 0.0870154939 0.0012573503
59079.224327771 2.6521234671 0.0157633327 0.0869261837 0.0012620856
59079.2243393522 2.6549412335 0.0157129321 0.0867008802 0.0012547896
59079.2243509335 2.6560419519 0.0157082846 0.0866130275 0.0012531474
59079.2243625148 2.6524600593 0.0156512866 0.0868992396 0.0012527263
59079.2243740961 2.6611968346 0.0157000945 0.0862027789 0.0012465615
59079.2243856774 2.6477287887 0.0156061374 0.0872787433 0.0012545676
59079.2243972587 2.6668688508 0.0159261496 0.0857536195 0.0012579211
59079.22440884 2.6583441991 0.0157444188 0.0864295636 0.0012533695
59079.2244204212 2.6573177933 0.0158321753 0.0865113089 0.0012615476
59079.2244320025 2.646278819 0.0156280411 0.0873953795 0.0012580074
59079.2244435838 2.6680935903 0.0157336758 0.0856569416 0.0012413176
59079.2244551651 2.6735231232 0.015885375 0.085229659 0.0012470343
59079.2244667464 2.6363919308 0.0155743339 0.0881948504 0.0012651525
59079.2244783277 2.6521507467 0.015711485 0.0869239996 0.0012579028
59079.2244899089 2.6422559493 0.0155872457 0.0877197975 0.0012593811
59079.2245014902 2.6467139842 0.0155848573 0.0873603583 0.0012540285
59079.2245130715 2.6380548026 0.0154805526 0.0880598779 0.0012556098
59079.2245246528 2.6553831471 0.0156622637 0.0866655986 0.0012502344
59079.2245362341 2.6552473214 0.0157415341 0.0866764412 0.0012567193
59079.2245478154 2.6762599309 0.0159310684 0.0850150917 0.0012474728
59079.2245593967 2.6494568928 0.0157626479 0.0871399373 0.0012651341
59079.2245709779 2.6432717291 0.0156346749 0.087637768 0.0012620319
59079.2245825592 2.6395925344 0.0156328832 0.0879352467 0.0012661706
59079.2245941405 2.6463804144 0.0156155048 0.087387202 0.0012568806
59079.2246057218 2.6640437868 0.0158797069 0.0859770392 0.0012575207
59079.2246173031 2.6664583398 0.0158431377 0.0857860486 0.0012518377
59079.2246288844 2.6317187083 0.0153847128 0.0885752765 0.0012551397
59079.2246404656 2.6417440446 0.015610761 0.0877611655 0.0012618758
59079.2246520469 2.6557839056 0.0157901842 0.0866336152 0.0012599804
59079.2246636282 2.6613387144 0.0158045525 0.086191515 0.0012546913
59079.2246752095 2.6446801332 0.0155879108 0.0875241591 0.0012566259
59079.2246867908 2.6498322838 0.0158186002 0.087109814 0.0012691861
59079.2246983721 2.6517832769 0.0157609549 0.0869534242 0.0012622907
59079.2247099534 2.6423934075 0.0155781717 0.0877086925 0.0012584886
59079.2247215346 2.6444447028 0.0156648249 0.0875431398 0.0012631003
59079.2247331159 2.644179815 0.0155336566 0.0875645004 0.0012528294
59079.2247446972 2.6621637631 0.015789238 0.0861260431 0.0012525233
59079.2247562785 2.6383030425 0.0155667675 0.0880397464 0.001262314
59079.2247678598 2.6374378883 0.0156422892 0.0881099277 0.0012694492
59079.2247794411 2.6779313238 0.0160081045 0.0848843193 0.0012515769
59079.2247910223 2.6558406194 0.015763524 0.08662909 0.0012577874
59079.2248026036 2.6680090503 0.0157176386 0.0856636115 0.0012401489
59079.2248141849 2.6552282036 0.0156620181 0.0866779674 0.0012503932
59079.2248257662 2.6501347722 0.0155909618 0.0870855484 0.0012505733
59079.2248373475 2.6510625925 0.0157838632 0.0870111609 0.0012649648
59079.2248489288 2.6642271042 0.0158558652 0.0859625239 0.0012554206
59079.2248605101 2.6623323215 0.0157359811 0.0861126732 0.0012481048
59079.2248720913 2.6385299089 0.0155248034 0.0880213523 0.001258648
59079.2248836726 2.6514658417 0.0157402879 0.0869788504 0.0012610041
59079.2248952539 2.647945397 0.0156398421 0.0872613326 0.0012570263
59079.2249068352 2.6399440294 0.0156178709 0.0879067832 0.0012645453
59079.2249184165 2.657543913 0.0157579364 0.0864932936 0.0012553706
59079.2249299978 2.6481548075 0.0156873623 0.0872445038 0.0012606025
59079.224941579 2.6643594419 0.0158464036 0.0859520468 0.0012545186
59079.2249531603 2.6455487069 0.0156527768 0.087454169 0.0012608461
59079.2249647416 2.6434131456 0.01558451 0.087626354 0.0012578187
59079.2249864583 2.6469811422 0.0154953025 0.0873388649 0.0012465157
59079.2249980396 2.6309911426 0.0155451407 0.0886346518 0.0012690781
59079.2250096209 2.6534394162 0.015617158 0.08682089 0.0012488676
59079.2250212022 2.6464942017 0.0156363346 0.0873780442 0.0012584253
59079.2250327835 2.6521013025 0.015772411 0.0869279582 0.0012628382
59079.2250443648 2.6317153711 0.0155870029 0.0885755487 0.0012716472
59079.225055946 2.6237920044 0.0154768119 0.08922431 0.0012719056
59079.2250675273 2.6609360736 0.0157914391 0.0862234847 0.0012541152
59079.2250791086 2.6505703606 0.0156700015 0.0870506174 0.001256409
59079.2250906899 2.6317702655 0.0155139573 0.0885710705 0.0012656238
59079.2251022712 2.655392029 0.0158556182 0.0866648897 0.0012656585
59079.2251138525 2.6391664254 0.0155393198 0.0879697646 0.0012590866
59079.2251254338 2.6496884545 0.0157654314 0.0871213544 0.0012650877
59079.225137015 2.6414752022 0.0156603657 0.087782899 0.001266199
59079.2251485963 2.6494775416 0.0155784668 0.08713828 0.0012503277
59079.2251601776 2.6566347162 0.0157619791 0.0865657535 0.0012567446
59079.2251717589 2.6502999902 0.0157541544 0.0870722975 0.001263471
59079.2251833402 2.6425249711 0.015609539 0.0876980651 0.0012608698
59079.2251949215 2.6404109212 0.0156908902 0.0878689894 0.0012699113
59079.2252065027 2.6387853297 0.0156051158 0.0880006476 0.0012648617
59079.225218084 2.6348799501 0.0157595422 0.0883177548 0.0012819816
59079.2252296653 2.6128217257 0.0153045368 0.0901304023 0.0012705205
59079.2252412466 2.6551616907 0.0158628652 0.0866832775 0.0012665056
59079.2252528279 2.6412900192 0.01570277 0.0877978725 0.0012698442
59079.2252644092 2.6324305426 0.0156544852 0.0885172235 0.0012763117
59079.2252759905 2.6217795372 0.0154012858 0.0893898452 0.0012680469
59079.2252875717 2.6476793462 0.0156420132 0.0872827179 0.0012575089
59079.225299153 2.6050809282 0.0153200718 0.0907752866 0.0012809099
59079.2253107343 2.6307153748 0.0154822704 0.0886571671 0.0012642666
59079.2253223156 2.6461550272 0.0155957914 0.0874053445 0.0012555545
59079.2253338969 2.6500255891 0.015644079 0.0870943063 0.0012549601
59079.2253454782 2.6347598502 0.0156584652 0.0883275247 0.0012739002
59079.2253570594 2.6444674212 0.0155931397 0.087541308 0.0012572938
59079.2253686407 2.6499180349 0.0156944054 0.0871029344 0.001259122
59079.225380222 2.6617841163 0.0156933207 0.0861561638 0.0012453498
59079.2253918033 2.6501894589 0.0157543855 0.0870811622 0.0012636181
59079.2254033846 2.6543740647 0.0156680966 0.086746183 0.0012518629
59079.2254149659 2.6364139488 0.0156757452 0.0881930618 0.0012733646
59079.2254265471 2.634823468 0.0155502202 0.0883223494 0.0012650198
59079.2254381284 2.6504554862 0.0156962498 0.0870598281 0.0012586468
59079.2254497097 2.630045565 0.0154513523 0.0887118782 0.0012625205
59079.225461291 2.6363940701 0.015561777 0.0881946766 0.00126413
59079.2254728723 2.6399241277 0.015553149 0.0879083946 0.001259328
59079.2254844536 2.6342870313 0.0156383273 0.0883659982 0.0012728161
59079.2254960349 2.6206510046 0.0154713885 0.0894828068 0.0012751435
59079.2255076161 2.6406405169 0.015633996 0.0878504101 0.0012650391
59079.2255191974 2.6422551091 0.0155752559 0.0877198653 0.0012584133
59079.2255307787 2.649867753 0.0156566095 0.0871069683 0.0012561479
59079.22554236 2.6343018936 0.015641629 0.0883647885 0.0012730674
59079.2255539413 2.626410561 0.0155258559 0.0890093799 0.0012728625
59079.2255655226 2.6353305321 0.0155331623 0.0882811104 0.0012630421
59079.2255771038 2.638620897 0.0157228095 0.0880139761 0.0012745942
59079.2255886851 2.6401390819 0.0156914147 0.0878909922 0.0012702717
59079.2256002664 2.6339844344 0.0156808103 0.0883906294 0.0012766295
59079.2256118477 2.6390436295 0.0156562379 0.0879797145 0.0012687035
59079.225623429 2.638763124 0.0156198374 0.0880024474 0.0012660808
59079.2256350103 2.6441949007 0.0156376929 0.0875632837 0.0012612027
59079.2256465916 2.6396874016 0.0156268871 0.0879275636 0.0012655744
59079.2256581728 2.6220934102 0.0155028156 0.0893640074 0.0012760373
59079.2256697541 2.645366866 0.0156215632 0.0874688172 0.0012585426
59079.2256813354 2.6334318145 0.0155596951 0.08843563 0.0012674141
59079.2256929167 2.6449606664 0.0156964109 0.0875015474 0.0012650458
59079.225704498 2.6424703824 0.015560563 0.0877024745 0.001256977
59079.2257160793 2.6379487568 0.0155973183 0.0880684793 0.0012652041
59079.2257276605 2.6430402238 0.0155368329 0.0876564565 0.0012544015
59079.2257392418 2.6148739085 0.0153486168 0.089960205 0.0012717737
59079.2257508231 2.6539435562 0.0157405635 0.0867805858 0.0012581517
59079.2257624044 2.6438340685 0.0155900638 0.0875923892 0.0012577793
59079.2257739857 2.6489127795 0.0156599483 0.0871836181 0.0012575214
59079.225785567 2.6457233995 0.0156354749 0.0874400989 0.0012592498
59079.2257971483 2.6389799105 0.0154275533 0.0879848779 0.0012502454
59079.2258087295 2.6164827917 0.0154199534 0.0898269975 0.0012757927
59079.2258203108 2.6406534018 0.0156152872 0.0878493676 0.0012635103
59079.2258318921 2.6340138239 0.0155875625 0.0883882368 0.0012690036
59079.2258434734 2.6294479308 0.0155950632 0.0887607223 0.0012749646
59079.2258550547 2.643439022 0.0156367826 0.0876242656 0.0012620075
59079.225866636 2.6403177892 0.0155828016 0.0878765269 0.0012612715
59079.2258782173 2.6270051023 0.0155586624 0.0889606524 0.0012748538
59079.2258897985 2.6385607752 0.0155182648 0.08801885 0.0012580822
59079.2259013798 2.6288505817 0.0155435957 0.08880957 0.0012714562
59079.2259129611 2.6323032614 0.0155551809 0.088527601 0.001268364
59079.2259245424 2.6468528085 0.0156475712 0.0873491889 0.0012589137
59079.2259361237 2.6376030641 0.0155408183 0.0880965243 0.0012610225
59079.225947705 2.6263167958 0.0154471801 0.0890170672 0.0012665218
59079.2259592862 2.6538577984 0.0156912723 0.0867874405 0.0012543109
59079.2259708675 2.627223683 0.0154671548 0.0889427446 0.0012671007
59079.2259824488 2.6258443576 0.0153942411 0.0890558098 0.0012627306
59079.2259940301 2.6352296282 0.0155181347 0.0882893153 0.0012619374
59079.2260056114 2.6530096565 0.0156350963 0.0868552625 0.0012507971
59079.2260171927 2.617458213 0.0154018429 0.0897463335 0.00127315
59079.2260287739 2.6377728178 0.0156606628 0.0880827516 0.0012705483
59079.2260403552 2.6329951639 0.0155383076 0.0884712034 0.0012661811
59079.2260519365 2.644255741 0.0156050355 0.0875583772 0.0012584983
59079.2260635178 2.6251371284 0.0154346435 0.089113838 0.0012668696
59079.2260750991 2.6356678482 0.0154188325 0.0882536875 0.0012533562
59079.2260866804 2.6229113906 0.0155041058 0.089296707 0.0012751825
59079.2260982617 2.6519235513 0.0156530459 0.0869421908 0.0012534863
59079.2261098429 2.6557951841 0.0156842633 0.0866327153 0.0012515154
59079.2261214242 2.633727884 0.0155502101 0.0884115178 0.0012662961
59079.2261330055 2.6266613306 0.0153652648 0.088988824 0.0012594058
59079.2261548264 2.6248707403 0.0154287396 0.089135705 0.0012666958
59079.2261664077 2.6452841257 0.0155999419 0.0874754831 0.0012568964
59079.226177989 2.636322298 0.0155605538 0.0882005068 0.0012641141
59079.2261895702 2.6400068325 0.0157616084 0.0879016985 0.0012761096
59079.2262011515 2.6421327804 0.0156880228 0.0877297492 0.0012676672
59079.2262127328 2.6245317833 0.015544445 0.0891635367 0.0012765936
59079.2262243141 2.6465823135 0.0156922487 0.0873709534 0.0012628228
59079.2262358954 2.6545706645 0.0158254949 0.0867304769 0.0012642099
59079.2262474767 2.6409320991 0.0155495452 0.0878268204 0.0012578678
59079.226259058 2.6450142525 0.0157523357 0.0874972289 0.0012694904
59079.2262706392 2.6446350989 0.0156247114 0.0875277895 0.0012596449
59079.2262822205 2.6322054717 0.0155409268 0.0885355748 0.0012673159
59079.2262938018 2.6175427203 0.0154479001 0.0897393484 0.0012768578
59079.2263053831 2.6290795461 0.0156242613 0.0887908435 0.0012777851
59079.2263169644 2.6155222596 0.015390648 0.089906501 0.0012744951
59079.2263285457 2.622173175 0.0153355761 0.0893574424 0.0012621791
59079.2263401269 2.6300245513 0.0154869616 0.0887135951 0.0012654546
59079.2263517082 2.6300722136 0.0154113311 0.0887097008 0.0012592195
59079.2263632895 2.6232085371 0.0153926619 0.0892722715 0.00126567
59079.2263748708 2.6314147156 0.0155445135 0.0886000799 0.0012685319
59079.2263864521 2.6274366348 0.0155582134 0.0889253014 0.0012743104
59079.2263980334 2.6296761259 0.0155607571 0.0887420689 0.0012718926
59079.2264096147 2.6199969766 0.0153718328 0.0895367259 0.0012677016
59079.2264211959 2.6354769828 0.0154630006 0.0882692033 0.0012571675
59079.2264327772 2.629729835 0.0155399588 0.0887376792 0.0012701298
59079.2264443585 2.618058698 0.0153038112 0.0896967114 0.001264347
59079.2264559398 2.631801089 0.0156549746 0.0885685561 0.0012770917
59079.2264675211 2.637130459 0.0156408689 0.0881348798 0.0012696934
59079.2264791024 2.6429656521 0.0157194432 0.0876624772 0.0012692321
59079.2264906836 2.6439162496 0.0156807656 0.0875857595 0.0012650012
59079.2265022649 2.6217355064 0.015507825 0.0893934704 0.0012768705
59079.2265138462 2.6293164908 0.0155568597 0.0887714684 0.0012719953
59079.2265254275 2.6374901983 0.0154830969 0.0881056827 0.0012564694
59079.2265370088 2.6310315313 0.0154366536 0.0886313547 0.0012601746
59079.2265485901 2.6293065352 0.015545494 0.0887722824 0.0012710776
59079.2265601714 2.6439202998 0.0155967096 0.0875854327 0.0012582155
59079.2265717526 2.6477694223 0.0156502833 0.087275477 0.0012580694
59079.2265833339 2.6350203505 0.0154595079 0.0883063349 0.0012574122
59079.2265949152 2.6305213282 0.0155239964 0.0886730137 0.0012679005
59079.2266064965 2.62612337 0.0154508049 0.0890329272 0.0012670447
59079.2266180778 2.6379372246 0.0155442024 0.0880694147 0.0012609089
59079.2266296591 2.6282511693 0.0156442773 0.0888586135 0.0012803986
59079.2266412403 2.6384909024 0.0156154525 0.0880245146 0.0012660428
59079.2266528216 2.6294186344 0.0155029477 0.0887631174 0.001267468
59079.2266644029 2.6369649525 0.0157085112 0.0881483158 0.0012753788
59079.2266759842 2.6437906644 0.0156777603 0.0875958909 0.001264905
59079.2266875655 2.6519254688 0.0157427698 0.0869420373 0.0012606691
59079.2266991468 2.6474641302 0.0156578506 0.087300021 0.0012590317
59079.226710728 2.6377733821 0.0155310717 0.0880827058 0.0012600339
59079.2267223093 2.624642614 0.015460677 0.0891544355 0.0012695845
59079.2267338906 2.6218957081 0.0153833682 0.0893802812 0.0012664362
59079.2267454719 2.6397246877 0.0155653919 0.0879245441 0.0012605508
59079.2267570532 2.6431483652 0.0155864547 0.0876477262 0.0012582825
59079.2267686345 2.6479087366 0.0157954121 0.0872642791 0.0012695729
59079.2267802158 2.6576014726 0.0156582024 0.0864887083 0.001247359
59079.226791797 2.6374579103 0.0155584587 0.0881083028 0.0012626226
59079.2268033783 2.6456584905 0.0157013498 0.0874453265 0.0012646308
59079.2268149596 2.6187292989 0.0152920767 0.0896413277 0.0012625975
59079.2268265409 2.6302262856 0.0155570603 0.0886971133 0.0012709462
59079.2268381222 2.6383856857 0.0156520543 0.0880330453 0.0012691333
59079.2268497035 2.635657311 0.0155348094 0.0882545441 0.0012627959
59079.2268612848 2.6333390522 0.0154609677 0.0884431861 0.0012594798
59079.226872866 2.6461797551 0.0156027317 0.0874033539 0.0012560846
59079.2268844473 2.6340896774 0.0156831713 0.0883820619 0.001276698
59079.2268960286 2.6361140775 0.0156078247 0.0882174234 0.0012681976
59079.2269076099 2.6314664987 0.0154852078 0.0885958544 0.001263632
59079.2269191912 2.6332249609 0.0156707819 0.0884524803 0.0012767058
59079.2269307725 2.6302764645 0.0153807264 0.0886930141 0.0012564824
59079.2269423537 2.6348461165 0.0154995447 0.088320507 0.001260871
59079.226953935 2.6424697338 0.0155427236 0.0877025269 0.0012555366
59079.2269655163 2.6433222356 0.0155725579 0.0876336914 0.0012569593
59079.2269770976 2.6630440959 0.0157113045 0.086056239 0.0012453309
59079.2269886789 2.6300330338 0.0156113918 0.088712902 0.0012756119
59079.2270002602 2.6218384727 0.01529204 0.0893849931 0.001258984
59079.2270118415 2.6302475195 0.0155833132 0.0886953787 0.0012730661
59079.2270234227 2.6470835792 0.0156321018 0.087330625 0.0012574019
59079.227035004 2.6336361823 0.0154945925 0.0884189854 0.0012618736
59079.2270465853 2.6551696453 0.0157678937 0.0866826424 0.0012589138
59079.2270581666 2.6406502278 0.0155719445 0.0878496244 0.0012600069
59079.2270697479 2.6561627079 0.0157962741 0.0866033949 0.0012600267
59079.2270813292 2.6317595254 0.0157104062 0.0885719467 0.0012816628
59079.2270929104 2.6486133673 0.0157124397 0.0872076639 0.0012620845
59079.2271044917 2.658800909 0.0156311601 0.0863932151 0.00124383
59079.227116073 2.6447700181 0.0156889903 0.0875169135 0.0012646698
59079.2271276543 2.6468099525 0.0156508397 0.0873526368 0.0012592264
59079.2271392356 2.6331980597 0.0155380046 0.0884546719 0.0012659198
59079.2271508169 2.6393984989 0.0155855502 0.0879509633 0.0012625625
59079.2271623982 2.6526526468 0.0158125383 0.0868838268 0.0012654083
59079.2271739794 2.6452169488 0.0156590522 0.0874808956 0.001261737
59079.2271855607 2.6409348466 0.015599145 0.0878265982 0.001261877
59079.227197142 2.6399408478 0.0155149986 0.0879070408 0.0012562196
59079.2272087233 2.6348313826 0.0155548617 0.0883217056 0.0012653882
59079.2272203046 2.6360038878 0.0155306299 0.0882263769 0.0012620532
59079.2272318859 2.6442197347 0.0157133606 0.0875612809 0.0012672764
59079.2272434671 2.6505776051 0.0157296986 0.0870500366 0.0012611871
59079.2272550484 2.635477533 0.0155742933 0.0882691586 0.0012662151
59079.2272666297 2.6275361442 0.0155570989 0.0889171517 0.0012741024
59079.227278211 2.626111113 0.0153993286 0.0890339323 0.0012628376
59079.2272897923 2.6239755632 0.0153411005 0.0892092267 0.0012605395
59079.2273013736 2.6298603673 0.0155570639 0.0887270113 0.0012713749
59079.2273230671 2.6288716238 0.0154331292 0.0888078488 0.0012623957
59079.2273346484 2.6332595381 0.0154557841 0.0884496635 0.0012591498
59079.2273462297 2.634293829 0.0154797177 0.0883654449 0.0012598988
59079.227357811 2.6387056839 0.0155620524 0.0880071033 0.0012614637
59079.2273693923 2.6399045868 0.0156407824 0.0879099768 0.0012664464
59079.2273809735 2.6357131971 0.0154211802 0.0882500014 0.0012534947
59079.2273925548 2.6492065705 0.0157536798 0.0871600302 0.0012647059
59079.2274041361 2.6352850294 0.0154993444 0.0882848103 0.0012603451
59079.2274157174 2.6544186244 0.0156976524 0.0867426229 0.0012541729
59079.2274272987 2.6657868968 0.0157579383 0.0858391169 0.0012458759
59079.22743888 2.6456979495 0.0158087822 0.0874421486 0.0012732374
59079.2274504613 2.6345677753 0.0155357838 0.0883431519 0.0012641431
59079.2274620425 2.6475653301 0.0156941444 0.0872918842 0.0012618324
59079.2274736238 2.654067756 0.0155906835 0.0867706594 0.0012460292
59079.2274852051 2.6285924366 0.0154035643 0.0888306879 0.0012603014
59079.2274967864 2.6434517064 0.0155891191 0.0876232419 0.001258146
59079.2275083677 2.6573362711 0.015824138 0.0865098366 0.0012608857
59079.227519949 2.6578719305 0.0157102077 0.0864671666 0.0012511901
59079.2275315302 2.6472599376 0.0156791035 0.0873164409 0.0012609777
59079.2275431115 2.6289948699 0.0155496446 0.0887977685 0.001271782
59079.2275546928 2.6317660026 0.0155027456 0.0885714183 0.0012647142
59079.2275662741 2.6503087353 0.0156868947 0.0870715962 0.0012580667
59079.2275778554 2.6567529435 0.0157423169 0.0865563277 0.0012550402
59079.2275894367 2.6600723915 0.0158550124 0.0862921011 0.0012601661
59079.227601018 2.6472470472 0.0157144963 0.0873174775 0.0012638392
59079.2276125992 2.6529644584 0.0157937346 0.0868588783 0.0012635406
59079.2276241805 2.6470304387 0.0156431396 0.0873348994 0.0012583513
59079.2276357618 2.6493063141 0.0156882656 0.0871520234 0.0012593388
59079.2276473431 2.6499595968 0.0157436217 0.0870996001 0.0012630222
59079.2276589244 2.6411831227 0.0156623931 0.0878065171 0.0012667037
59079.2276705057 2.6324056312 0.0155053918 0.0885192545 0.0012641851
59079.227682087 2.6495915987 0.0158583151 0.0871291266 0.0012726546
59079.2276936682 2.6449685036 0.0156281669 0.0875009158 0.0012595366
59079.2277052495 2.6400179487 0.0156424361 0.0879007985 0.001266448
59079.2277168308 2.6406372441 0.0156187991 0.0878506749 0.0012638132
59079.2277284121 2.6571356291 0.015622848 0.0865258249 0.0012450767
59079.2277399934 2.6497880256 0.0157396847 0.087113365 0.0012629059
59079.2277515747 2.6471035263 0.0156592483 0.0873290206 0.0012595623
59079.2277631559 2.6369630094 0.0156218802 0.0881484736 0.0012683475
59079.2277747372 2.6580258354 0.0157698391 0.0864549106 0.0012557613
59079.2277863185 2.6509625559 0.0158208303 0.0870191782 0.0012680443
59079.2277978998 2.6489575786 0.0156282058 0.0871800209 0.0012549206
59079.2278094811 2.6677618379 0.0158524959 0.0856831186 0.0012510742
59079.2278210624 2.6567801057 0.0157845475 0.0865541623 0.0012583755
59079.2278326436 2.6527323587 0.0157052347 0.0868774483 0.001256729
59079.2278442249 2.662332152 0.0158319438 0.0861126867 0.0012557163
59079.2278558062 2.6589475266 0.0157796353 0.0863815494 0.0012554751
59079.2278673875 2.6570322154 0.0156290918 0.0865340667 0.001245693
59079.2278789688 2.6273454311 0.0155315815 0.0889327716 0.001272236
59079.2278905501 2.6428276846 0.0156766763 0.0876736175 0.0012659399
59079.2279021314 2.663749477 0.0158294572 0.0860003481 0.0012538812
59079.2279137126 2.6235946315 0.0153647129 0.0892405313 0.0012629227
59079.2279252939 2.6474743623 0.0155607016 0.0872991982 0.0012512082
59079.2279368752 2.6278948275 0.0156807259 0.0888877819 0.001283803
59079.2279484565 2.6471625751 0.0156810906 0.0873242712 0.0012612506
59079.2279600378 2.6657851443 0.0157884781 0.0858392555 0.0012482925
59079.2279716191 2.6418365882 0.0156732127 0.0877536854 0.001266816
59079.2279832003 2.6588033966 0.0157228085 0.0863930171 0.0012511199
59079.2279947816 2.667777519 0.0158472683 0.0856818811 0.0012506436
59079.2280063629 2.6718305554 0.015924665 0.0853626282 0.0012520689
59079.2280179442 2.6685252641 0.0157789022 0.0856228924 0.0012443909
59079.2280295255 2.6487924598 0.0156218836 0.0871932802 0.0012546037
59079.2280411068 2.6541458049 0.0157609213 0.086764422 0.0012595443
59079.2280526881 2.6384823409 0.0155304427 0.0880252087 0.0012591604
59079.2280642693 2.6642542485 0.0159317002 0.0859603748 0.0012613935
59079.2280758506 2.6603342426 0.0157587828 0.0862712922 0.0012522157
59079.2280874319 2.6484044447 0.015768361 0.0872244465 0.0012668201
59079.2280990132 2.6516323047 0.015764032 0.086965516 0.0012627127
59079.2281105945 2.6533500966 0.0156155945 0.0868280327 0.0012488453
59079.2281221758 2.6613421087 0.0159334049 0.0861912455 0.0012649167
59079.228133757 2.6549996185 0.0157879581 0.086696218 0.0012607131
59079.2281453383 2.681060313 0.0160124024 0.0846400429 0.0012483102
59079.2281569196 2.6676198782 0.0158098525 0.0856943223 0.001247872
59079.2281685009 2.6455398611 0.0156847922 0.0874548815 0.0012634352
59079.2281800822 2.6759657945 0.0160501228 0.0850381262 0.0012571358
59079.2281916635 2.6578966025 0.0157540198 0.0864652017 0.0012546509
59079.2282032448 2.6577411696 0.015762553 0.0864775809 0.0012555102
59079.228214826 2.658805242 0.015820606 0.0863928703 0.0012588998
59079.2282264073 2.6542630016 0.0157219425 0.086755057 0.0012562937
59079.2282379886 2.6669045998 0.0158337751 0.085750796 0.0012505838
59079.2282495699 2.6817993939 0.0158638594 0.0845824464 0.0012358884
59079.2282611512 2.6753490233 0.0159462305 0.0850864473 0.0012497081
59079.2282727325 2.6735419888 0.0159767793 0.0852281781 0.0012541879
59079.2282843138 2.6731864851 0.0158970268 0.085256089 0.0012483359
59079.228295895 2.672187448 0.0158175522 0.0853345732 0.0012432385
59079.2283074763 2.6803580932 0.0159877215 0.0846948031 0.0012471925
59079.2283190576 2.6834852765 0.0159978187 0.0844512125 0.0012443909
59079.2283306389 2.6589937394 0.0157795949 0.0863778727 0.0012554185
59079.2283422202 2.6561356782 0.0156606287 0.0866055509 0.0012492377
59079.2283538015 2.6560888422 0.0157329427 0.086609287 0.0012550603
59079.2283653827 2.6527082708 0.0158055153 0.0868793757 0.0012647815
59079.228376964 2.6629721469 0.0158372989 0.0860619419 0.0012554008
59079.2283885453 2.6663002719 0.0157427358 0.0857985387 0.0012440856
